S:[15116, 15088, 15041, 15097, 15117, 15100, 15098, 15076, 15095, 15113, 15103, 15053, 15048, 15118, 15009, 15052]
R:[15081, 15084, 15089, 15106, 15081, 15035, 15034, 15109, 15006, 15081, 15058, 15059, 15057, 15005, 15076, 15099]
S:[15007, 15052, 15044, 15008, 15093, 15077, 15018, 15004, 15081, 15017, 15039, 15041, 15096, 15055, 15106, 15063]
R:[15099, 15088, 15117, 15047, 15042, 15041, 15045, 15064, 15018, 15067, 15087, 15081, 15065, 15033, 15114, 15067]
S:[15057, 15025, 15058, 15000, 15099, 15020, 15107, 15062, 15116, 15001, 15022, 15076, 15024, 15048, 15034, 15109]
R:[15047, 15016, 15014, 15068, 15047, 15057, 15006, 15016, 15089, 15070, 15018, 15102, 15109, 15033, 15119, 15089]
S:[15014, 15016, 15113, 15064, 15086, 15102, 15049, 15038, 15074, 15116, 15108, 15047, 15065, 15045, 15032, 15040]
R:[15081, 15004, 15049, 15047, 15055, 15031, 15080, 15013, 15087, 15094, 15016, 15065, 15001, 15086, 15003, 15035]
S:[15104, 15045, 15111, 15085, 15017, 15040, 15051, 15070, 15066, 15101, 15082, 15050, 15118, 15072, 15009, 15081]
R:[15087, 15001, 15076, 15087, 15001, 15057, 15040, 15105, 15051, 15114, 15056, 15062, 15061, 15012, 15076, 15014]
S:[15057, 15072, 15090, 15076, 15075, 15117, 15003, 15020, 15035, 15056, 15022, 15086, 15066, 15070, 15113, 15045]
R:[15016, 15100, 15109, 15012, 15106, 15002, 15048, 15046, 15117, 15111, 15018, 15116, 15069, 15090, 15110, 15087]
S:[15117, 15082, 15033, 15024, 15102, 15083, 15111, 15118, 15046, 15119, 15076, 15057, 15004, 15086, 15116, 15031]
R:[15056, 15106, 15089, 15010, 15013, 15002, 15069, 15005, 15103, 15062, 15016, 15116, 15118, 15103, 15094, 15012]
S:[15032, 15056, 15000, 15042, 15016, 15019, 15038, 15026, 15050, 15055, 15060, 15070, 15009, 15063, 15087, 15014]
R:[15116, 15011, 15016, 15020, 15043, 15106, 15102, 15062, 15003, 15065, 15011, 15090, 15076, 15039, 15067, 15068]
S:[15116, 15094, 15085, 15017, 15105, 15081, 15052, 15059, 15092, 15036, 15008, 15091, 15088, 15002, 15004, 15076]
R:[15075, 15090, 15094, 15006, 15048, 15018, 15006, 15045, 15093, 15071, 15054, 15092, 15068, 15109, 15118, 15109]
S:[15065, 15066, 15118, 15000, 15062, 15095, 15013, 15012, 15078, 15004, 15114, 15032, 15096, 15088, 15105, 15027]
R:[15005, 15056, 15069, 15016, 15006, 15017, 15060, 15095, 15109, 15064, 15104, 15102, 15048, 15116, 15084, 15012]
S:[15045, 15105, 15057, 15062, 15042, 15014, 15114, 15022, 15017, 15116, 15030, 15046, 15094, 15053, 15063, 15027]
R:[15080, 15010, 15017, 15105, 15068, 15059, 15113, 15018, 15006, 15097, 15089, 15103, 15090, 15059, 15067, 15012]
S:[15093, 15059, 15063, 15003, 15062, 15095, 15054, 15020, 15064, 15015, 15112, 15072, 15034, 15053, 15073, 15096]
R:[15080, 15093, 15045, 15023, 15119, 15102, 15084, 15030, 15006, 15012, 15024, 15002, 15026, 15047, 15057, 15011]
S:[15004, 15107, 15040, 15086, 15045, 15068, 15005, 15009, 15041, 15092, 15001, 15032, 15063, 15106, 15015, 15008]
R:[15062, 15087, 15118, 15081, 15049, 15057, 15004, 15034, 15027, 15093, 15016, 15116, 15093, 15004, 15038, 15071]
S:[15058, 15044, 15027, 15101, 15015, 15074, 15104, 15021, 15061, 15033, 15056, 15016, 15000, 15092, 15089, 15026]
R:[15117, 15114, 15012, 15038, 15046, 15114, 15001, 15010, 15111, 15103, 15102, 15004, 15016, 15057, 15119, 15100]
S:[15061, 15114, 15041, 15008, 15067, 15062, 15087, 15097, 15060, 15020, 15028, 15049, 15048, 15081, 15035, 15036]
R:[15035, 15001, 15004, 15104, 15117, 15042, 15044, 15006, 15025, 15097, 15047, 15001, 15033, 15018, 15037, 15117]
S:[15033, 15021, 15074, 15055, 15097, 15071, 15019, 15050, 15057, 15060, 15075, 15077, 15114, 15066, 15112, 15005]
R:[15103, 15016, 15010, 15065, 15117, 15056, 15103, 15035, 15016, 15100, 15025, 15012, 15113, 15069, 15024, 15039]
S:[15035, 15091, 15041, 15100, 15017, 15000, 15015, 15072, 15057, 15112, 15050, 15085, 15103, 15094, 15062, 15096]
R:[15081, 15015, 15087, 15038, 15090, 15117, 15016, 15082, 15080, 15024, 15062, 15057, 15058, 15017, 15090, 15033]
S:[15094, 15037, 15059, 15066, 15073, 15081, 15086, 15001, 15065, 15046, 15088, 15027, 15112, 15054, 15067, 15069]
R:[15051, 15090, 15111, 15018, 15045, 15011, 15116, 15070, 15056, 15103, 15084, 15051, 15107, 15020, 15040, 15076]
S:[15005, 15022, 15008, 15048, 15054, 15119, 15019, 15083, 15029, 15074, 15015, 15004, 15009, 15062, 15058, 15028]
R:[15024, 15004, 15057, 15042, 15119, 15062, 15035, 15013, 15076, 15046, 15080, 15118, 15027, 15006, 15047, 15106]
S:[15074, 15011, 15029, 15038, 15069, 15102, 15050, 15031, 15086, 15005, 15083, 15082, 15060, 15104, 15101, 15080]
R:[15093, 15062, 15095, 15025, 15016, 15076, 15003, 15090, 15019, 15011, 15004, 15116, 15114, 15029, 15013, 15042]
S:[15101, 15003, 15041, 15009, 15116, 15072, 15042, 15031, 15047, 15032, 15026, 15060, 15050, 15082, 15096, 15049]
R:[15044, 15030, 15051, 15027, 15089, 15082, 15059, 15012, 15116, 15035, 15011, 15119, 15095, 15062, 15102, 15086]
S:[15041, 15023, 15098, 15108, 15055, 15114, 15106, 15111, 15105, 15021, 15080, 15007, 15017, 15004, 15049, 15113]
R:[15065, 15034, 15081, 15080, 15104, 15114, 15092, 15076, 15010, 15103, 15064, 15088, 15087, 15001, 15081, 15064]
S:[15100, 15079, 15080, 15070, 15038, 15012, 15015, 15099, 15083, 15041, 15050, 15061, 15093, 15029, 15087, 15009]
R:[15042, 15025, 15095, 15057, 15003, 15080, 15002, 15090, 15081, 15047, 15062, 15090, 15035, 15025, 15001, 15076]
S:[15053, 15084, 15055, 15108, 15092, 15117, 15073, 15023, 15034, 15046, 15024, 15086, 15062, 15007, 15009, 15014]
R:[15057, 15084, 15093, 15011, 15119, 15117, 15043, 15106, 15085, 15089, 15102, 15049, 15006, 15088, 15076, 15055]
S:[15063, 15054, 15100, 15017, 15013, 15056, 15001, 15083, 15025, 15004, 15096, 15069, 15022, 15030, 15006, 15087]
R:[15020, 15016, 15014, 15093, 15087, 15111, 15035, 15002, 15060, 15118, 15033, 15076, 15024, 15097, 15080, 15039]
S:[15069, 15048, 15063, 15051, 15044, 15110, 15028, 15109, 15029, 15050, 15096, 15037, 15107, 15014, 15072, 15087]
R:[15067, 15076, 15057, 15059, 15040, 15032, 15097, 15119, 15076, 15062, 15033, 15079, 15034, 15055, 15012, 15001]
S:[15101, 15085, 15039, 15042, 15097, 15051, 15086, 15012, 15038, 15103, 15088, 15104, 15009, 15021, 15053, 15020]
R:[15081, 15011, 15007, 15060, 15040, 15114, 15075, 15003, 15068, 15001, 15059, 15049, 15027, 15096, 15110, 15046]
S:[15065, 15012, 15115, 15041, 15095, 15013, 15077, 15069, 15047, 15040, 15003, 15058, 15100, 15110, 15107, 15099]
R:[15042, 15031, 15081, 15006, 15103, 15060, 15041, 15062, 15035, 15060, 15081, 15114, 15048, 15059, 15068, 15057]
S:[15030, 15062, 15069, 15082, 15099, 15083, 15101, 15035, 15119, 15112, 15040, 15087, 15028, 15078, 15019, 15117]
R:[15051, 15006, 15095, 15076, 15097, 15097, 15106, 15020, 15035, 15001, 15002, 15117, 15024, 15001, 15057, 15109]
S:[15026, 15012, 15114, 15053, 15090, 15103, 15006, 15104, 15029, 15051, 15073, 15021, 15030, 15049, 15119, 15048]
R:[15043, 15059, 15095, 15110, 15104, 15100, 15096, 15019, 15025, 15092, 15029, 15110, 15086, 15069, 15020, 15057]
S:[15087, 15086, 15011, 15111, 15119, 15061, 15107, 15020, 15079, 15072, 15050, 15038, 15053, 15091, 15022, 15002]
R:[15001, 15116, 15076, 15020, 15094, 15035, 15034, 15046, 15061, 15012, 15103, 15007, 15057, 15015, 15024, 15109]
S:[15049, 15105, 15111, 15116, 15055, 15037, 15047, 15041, 15103, 15039, 15051, 15094, 15113, 15092, 15046, 15075]
R:[15086, 15044, 15094, 15076, 15055, 15040, 15010, 15119, 15067, 15079, 15100, 15043, 15057, 15081, 15058, 15081]
S:[15023, 15109, 15101, 15088, 15043, 15077, 15008, 15001, 15057, 15063, 15090, 15025, 15069, 15052, 15085, 15108]
R:[15092, 15119, 15020, 15114, 15068, 15041, 15042, 15016, 15067, 15009, 15110, 15016, 15042, 15099, 15075, 15080]
S:[15026, 15079, 15056, 15006, 15110, 15015, 15064, 15017, 15060, 15116, 15093, 15034, 15081, 15005, 15103, 15114]
R:[15043, 15061, 15100, 15117, 15038, 15102, 15002, 15087, 15011, 15089, 15023, 15026, 15014, 15004, 15058, 15104]
S:[15066, 15031, 15090, 15060, 15027, 15028, 15037, 15095, 15073, 15114, 15069, 15010, 15045, 15050, 15079, 15008]
R:[15106, 15111, 15051, 15025, 15029, 15012, 15029, 15110, 15025, 15113, 15006, 15105, 15103, 15009, 15071, 15042]
S:[15032, 15008, 15012, 15065, 15086, 15023, 15029, 15060, 15031, 15026, 15075, 15091, 15052, 15074, 15006, 15105]
R:[15095, 15116, 15031, 15071, 15025, 15012, 15117, 15065, 15076, 15046, 15100, 15037, 15006, 15092, 15043, 15048]
S:[15037, 15010, 15085, 15078, 15070, 15054, 15075, 15074, 15000, 15114, 15108, 15071, 15044, 15036, 15038, 15017]
R:[15109, 15020, 15100, 15090, 15057, 15016, 15014, 15111, 15113, 15032, 15016, 15080, 15037, 15007, 15032, 15006]
S:[15007, 15033, 15073, 15042, 15002, 15085, 15047, 15021, 15008, 15010, 15098, 15052, 15075, 15058, 15036, 15064]
R:[15057, 15088, 15011, 15011, 15017, 15010, 15002, 15009, 15037, 15099, 15110, 15090, 15100, 15042, 15035, 15114]
S:[15069, 15112, 15102, 15097, 15058, 15036, 15000, 15071, 15072, 15003, 15113, 15037, 15029, 15074, 15119, 15114]
R:[15042, 15054, 15090, 15107, 15117, 15054, 15114, 15056, 15012, 15081, 15030, 15079, 15025, 15046, 15020, 15104]
S:[15002, 15119, 15018, 15045, 15069, 15073, 15006, 15118, 15100, 15096, 15016, 15042, 15074, 15081, 15109, 15049]
R:[15076, 15020, 15015, 15035, 15105, 15100, 15046, 15001, 15017, 15102, 15061, 15106, 15011, 15045, 15011, 15014]
S:[15067, 15082, 15036, 15022, 15079, 15073, 15096, 15003, 15057, 15054, 15075, 15107, 15098, 15006, 15117, 15013]
R:[15011, 15004, 15054, 15037, 15056, 15119, 15080, 15025, 15034, 15024, 15033, 15060, 15030, 15034, 15024, 15016]
S:[15039, 15065, 15083, 15111, 15051, 15025, 15030, 15096, 15028, 15042, 15071, 15016, 15089, 15075, 15070, 15080]
R:[15013, 15014, 15069, 15040, 15067, 15102, 15056, 15097, 15069, 15059, 15106, 15056, 15100, 15105, 15064, 15100]
S:[15058, 15082, 15084, 15033, 15101, 15027, 15050, 15068, 15036, 15079, 15104, 15119, 15060, 15091, 15012, 15092]
R:[15097, 15012, 15054, 15114, 15056, 15085, 15103, 15061, 15057, 15001, 15025, 15020, 15114, 15015, 15095, 15057]
S:[15017, 15056, 15031, 15076, 15069, 15026, 15100, 15024, 15060, 15077, 15084, 15092, 15058, 15085, 15109, 15054]
R:[15103, 15029, 15006, 15111, 15090, 15075, 15011, 15119, 15041, 15085, 15093, 15047, 15076, 15089, 15119, 15020]
S:[15118, 15051, 15036, 15070, 15111, 15066, 15001, 15073, 15115, 15084, 15087, 15049, 15099, 15011, 15039, 15079]
R:[15070, 15051, 15037, 15105, 15069, 15040, 15061, 15090, 15107, 15029, 15039, 15086, 15057, 15094, 15007, 15025]
S:[15033, 15006, 15020, 15101, 15075, 15012, 15035, 15119, 15050, 15117, 15089, 15086, 15034, 15047, 15094, 15090]
R:[15051, 15097, 15047, 15037, 15095, 15100, 15062, 15062, 15100, 15047, 15026, 15116, 15024, 15035, 15090, 15002]
S:[15095, 15055, 15098, 15065, 15004, 15005, 15115, 15078, 15045, 15084, 15039, 15019, 15117, 15014, 15034, 15035]
R:[15119, 15084, 15004, 15090, 15031, 15064, 15103, 15109, 15107, 15105, 15067, 15020, 15024, 15055, 15089, 15047]
S:[15112, 15116, 15099, 15104, 15028, 15066, 15063, 15097, 15049, 15046, 15074, 15033, 15051, 15096, 15094, 15075]
R:[15089, 15001, 15024, 15057, 15097, 15051, 15067, 15081, 15001, 15043, 15046, 15097, 15040, 15102, 15090, 15100]
S:[15036, 15103, 15008, 15020, 15042, 15112, 15050, 15005, 15009, 15000, 15066, 15095, 15092, 15064, 15047, 15100]
R:[15046, 15058, 15103, 15042, 15054, 15004, 15059, 15107, 15027, 15051, 15006, 15054, 15093, 15081, 15047, 15035]
S:[15069, 15026, 15068, 15003, 15055, 15027, 15114, 15021, 15057, 15004, 15060, 15058, 15034, 15061, 15029, 15066]
R:[15042, 15119, 15030, 15086, 15051, 15119, 15103, 15104, 15080, 15064, 15025, 15047, 15026, 15035, 15025, 15069]
S:[15064, 15053, 15050, 15006, 15110, 15071, 15089, 15094, 15119, 15044, 15024, 15069, 15012, 15105, 15004, 15036]
R:[15103, 15100, 15117, 15047, 15032, 15055, 15059, 15020, 15102, 15100, 15042, 15117, 15060, 15010, 15118, 15054]
S:[15032, 15076, 15102, 15020, 15079, 15006, 15080, 15106, 15110, 15057, 15056, 15000, 15112, 15074, 15048, 15093]
R:[15116, 15042, 15090, 15080, 15109, 15047, 15114, 15061, 15117, 15080, 15111, 15024, 15016, 15057, 15023, 15016]
S:[15085, 15075, 15061, 15102, 15034, 15095, 15005, 15043, 15060, 15011, 15044, 15090, 15112, 15068, 15052, 15064]
R:[15089, 15035, 15037, 15090, 15075, 15004, 15084, 15047, 15011, 15093, 15032, 15110, 15024, 15086, 15006, 15047]
S:[15114, 15082, 15030, 15067, 15006, 15116, 15028, 15050, 15083, 15009, 15119, 15085, 15024, 15052, 15061, 15041]
R:[15004, 15113, 15056, 15069, 15100, 15097, 15089, 15002, 15062, 15076, 15057, 15089, 15062, 15006, 15035, 15044]
S:[15074, 15027, 15029, 15046, 15076, 15016, 15102, 15094, 15026, 15050, 15090, 15028, 15004, 15001, 15041, 15101]
R:[15109, 15106, 15046, 15076, 15012, 15043, 15103, 15090, 15110, 15064, 15106, 15070, 15103, 15090, 15044, 15114]
S:[15048, 15088, 15027, 15113, 15003, 15082, 15004, 15057, 15040, 15107, 15002, 15018, 15072, 15011, 15015, 15009]
R:[15057, 15084, 15012, 15110, 15030, 15056, 15064, 15016, 15062, 15068, 15017, 15045, 15082, 15093, 15080, 15027]
S:[15052, 15051, 15015, 15061, 15020, 15037, 15032, 15008, 15070, 15031, 15072, 15048, 15104, 15066, 15004, 15062]
R:[15111, 15047, 15040, 15038, 15099, 15079, 15065, 15071, 15090, 15012, 15057, 15001, 15069, 15118, 15012, 15006]
S:[15060, 15050, 15048, 15036, 15054, 15038, 15018, 15106, 15046, 15097, 15017, 15023, 15091, 15021, 15087, 15082]
R:[15062, 15033, 15011, 15003, 15054, 15004, 15103, 15084, 15020, 15117, 15087, 15092, 15117, 15103, 15039, 15056]
S:[15004, 15027, 15026, 15110, 15075, 15043, 15112, 15100, 15057, 15096, 15009, 15028, 15001, 15097, 15005, 15033]
R:[15051, 15118, 15117, 15043, 15100, 15035, 15107, 15020, 15080, 15106, 15102, 15027, 15016, 15081, 15004, 15010]
S:[15109, 15028, 15001, 15043, 15117, 15071, 15037, 15083, 15093, 15081, 15092, 15029, 15033, 15005, 15090, 15042]
R:[15015, 15070, 15002, 15106, 15111, 15023, 15020, 15056, 15018, 15057, 15025, 15106, 15097, 15004, 15110, 15011]
S:[15032, 15006, 15051, 15068, 15040, 15002, 15118, 15079, 15060, 15076, 15042, 15084, 15054, 15105, 15047, 15015]
R:[15040, 15109, 15080, 15086, 15062, 15065, 15011, 15061, 15059, 15107, 15109, 15061, 15020, 15081, 15048, 15080]
S:[15031, 15023, 15108, 15074, 15055, 15069, 15059, 15078, 15061, 15057, 15038, 15063, 15107, 15049, 15032, 15029]
R:[15092, 15046, 15012, 15080, 15065, 15042, 15012, 15109, 15080, 15035, 15003, 15093, 15068, 15086, 15116, 15025]
S:[15002, 15103, 15108, 15030, 15060, 15106, 15077, 15046, 15105, 15026, 15009, 15067, 15032, 15051, 15031, 15087]
R:[15069, 15096, 15084, 15025, 15010, 15114, 15043, 15103, 15109, 15012, 15076, 15004, 15065, 15040, 15012, 15039]
S:[15085, 15076, 15049, 15060, 15099, 15045, 15016, 15092, 15021, 15002, 15117, 15004, 15044, 15018, 15114, 15064]
R:[15057, 15086, 15109, 15025, 15066, 15087, 15004, 15093, 15103, 15109, 15024, 15064, 15032, 15084, 15104, 15047]
S:[15059, 15001, 15050, 15088, 15000, 15105, 15070, 15025, 15083, 15076, 15095, 15109, 15017, 15071, 15009, 15053]
R:[15054, 15010, 15068, 15070, 15062, 15012, 15009, 15105, 15002, 15109, 15006, 15015, 15087, 15032, 15076, 15059]
S:[15089, 15013, 15047, 15020, 15100, 15033, 15040, 15110, 15082, 15005, 15102, 15094, 15113, 15071, 15000, 15045]
R:[15101, 15035, 15040, 15046, 15090, 15010, 15001, 15117, 15095, 15004, 15090, 15055, 15081, 15016, 15032, 15087]
S:[15057, 15070, 15007, 15087, 15106, 15116, 15049, 15107, 15077, 15065, 15040, 15025, 15071, 15064, 15054, 15027]
R:[15113, 15086, 15039, 15090, 15004, 15080, 15089, 15068, 15041, 15062, 15056, 15009, 15032, 15047, 15020, 15012]
S:[15099, 15063, 15010, 15086, 15035, 15119, 15039, 15093, 15102, 15019, 15114, 15071, 15104, 15022, 15011, 15095]
R:[15067, 15066, 15009, 15049, 15047, 15020, 15067, 15047, 15090, 15035, 15104, 15056, 15019, 15018, 15094, 15084]
S:[15095, 15085, 15101, 15017, 15000, 15051, 15075, 15035, 15061, 15070, 15060, 15036, 15077, 15012, 15003, 15080]
R:[15006, 15051, 15040, 15054, 15057, 15100, 15047, 15111, 15006, 15090, 15025, 15012, 15037, 15060, 15048, 15064]
S:[15037, 15092, 15072, 15022, 15008, 15094, 15062, 15100, 15041, 15057, 15014, 15042, 15036, 15058, 15064, 15005]
R:[15093, 15111, 15017, 15082, 15055, 15042, 15018, 15035, 15044, 15016, 15068, 15037, 15059, 15047, 15047, 15004]
S:[15071, 15043, 15015, 15060, 15044, 15090, 15089, 15116, 15025, 15022, 15108, 15011, 15008, 15039, 15017, 15106]
R:[15011, 15032, 15047, 15080, 15002, 15040, 15056, 15089, 15014, 15024, 15080, 15094, 15071, 15007, 15087, 15004]
S:[15021, 15108, 15001, 15015, 15039, 15017, 15079, 15077, 15063, 15023, 15057, 15071, 15114, 15095, 15053, 15105]
R:[15025, 15080, 15070, 15110, 15012, 15067, 15006, 15117, 15080, 15067, 15016, 15032, 15113, 15006, 15057, 15010]
S:[15095, 15067, 15011, 15054, 15026, 15002, 15024, 15096, 15089, 15013, 15048, 15017, 15016, 15046, 15022, 15097]
R:[15040, 15006, 15093, 15109, 15043, 15020, 15102, 15033, 15100, 15101, 15057, 15006, 15004, 15043, 15018, 15117]
S:[15051, 15014, 15099, 15043, 15049, 15064, 15035, 15013, 15118, 15111, 15003, 15116, 15100, 15037, 15090, 15033]
R:[15092, 15055, 15057, 15020, 15001, 15002, 15047, 15101, 15005, 15076, 15048, 15089, 15035, 15111, 15002, 15010]
S:[15005, 15048, 15012, 15074, 15044, 15072, 15010, 15109, 15088, 15036, 15100, 15039, 15068, 15080, 15094, 15103]
R:[15057, 15039, 15095, 15046, 15117, 15082, 15014, 15015, 15084, 15037, 15090, 15007, 15086, 15042, 15090, 15058]
S:[15107, 15098, 15061, 15032, 15113, 15010, 15072, 15048, 15053, 15005, 15118, 15060, 15119, 15067, 15095, 15036]
R:[15009, 15012, 15111, 15065, 15081, 15034, 15057, 15039, 15034, 15005, 15011, 15057, 15062, 15040, 15084, 15054]
S:[15044, 15013, 15000, 15035, 15021, 15014, 15104, 15056, 15025, 15059, 15117, 15072, 15018, 15007, 15105, 15026]
R:[15103, 15055, 15117, 15019, 15060, 15016, 15014, 15111, 15117, 15045, 15012, 15024, 15084, 15113, 15010, 15043]
S:[15076, 15001, 15074, 15080, 15063, 15073, 15032, 15017, 15046, 15040, 15069, 15054, 15089, 15100, 15103, 15003]
R:[15029, 15046, 15103, 15016, 15064, 15067, 15006, 15065, 15001, 15043, 15076, 15119, 15100, 15090, 15048, 15096]
S:[15075, 15016, 15056, 15069, 15101, 15031, 15005, 15063, 15083, 15090, 15089, 15080, 15049, 15109, 15115, 15067]
R:[15076, 15106, 15102, 15051, 15100, 15012, 15004, 15093, 15013, 15002, 15100, 15064, 15001, 15103, 15119, 15040]
S:[15107, 15110, 15106, 15063, 15083, 15117, 15085, 15112, 15043, 15069, 15116, 15099, 15102, 15036, 15006, 15091]
R:[15068, 15117, 15004, 15067, 15013, 15106, 15075, 15107, 15020, 15076, 15094, 15066, 15090, 15037, 15100, 15092]
S:[15005, 15037, 15011, 15118, 15062, 15004, 15051, 15057, 15084, 15087, 15012, 15066, 15111, 15044, 15116, 15078]
R:[15039, 15093, 15079, 15005, 15006, 15064, 15040, 15080, 15107, 15039, 15095, 15076, 15069, 15117, 15094, 15070]
S:[15044, 15011, 15046, 15115, 15049, 15035, 15092, 15024, 15042, 15000, 15102, 15074, 15062, 15103, 15067, 15048]
R:[15117, 15086, 15103, 15032, 15093, 15057, 15102, 15011, 15103, 15016, 15090, 15006, 15046, 15096, 15004, 15057]
S:[15072, 15002, 15057, 15054, 15056, 15006, 15063, 15080, 15017, 15090, 15101, 15104, 15023, 15099, 15112, 15110]
R:[15082, 15109, 15016, 15119, 15102, 15100, 15067, 15064, 15110, 15087, 15114, 15001, 15117, 15066, 15107, 15117]
S:[15049, 15089, 15118, 15011, 15111, 15009, 15104, 15110, 15029, 15119, 15028, 15084, 15071, 15017, 15058, 15040]
R:[15040, 15005, 15086, 15076, 15093, 15001, 15076, 15059, 15076, 15062, 15106, 15107, 15032, 15047, 15087, 15062]
S:[15089, 15074, 15053, 15062, 15108, 15013, 15009, 15116, 15106, 15024, 15026, 15104, 15033, 15075, 15103, 15040]
R:[15040, 15080, 15059, 15006, 15016, 15060, 15027, 15114, 15089, 15102, 15119, 15001, 15097, 15037, 15058, 15001]
S:[15000, 15065, 15073, 15079, 15115, 15023, 15078, 15052, 15097, 15087, 15009, 15049, 15100, 15090, 15027, 15042]
R:[15054, 15011, 15117, 15031, 15025, 15090, 15006, 15070, 15039, 15081, 15076, 15086, 15090, 15002, 15051, 15011]
S:[15098, 15004, 15110, 15003, 15002, 15107, 15089, 15060, 15052, 15066, 15071, 15041, 15057, 15058, 15015, 15072]
R:[15040, 15030, 15109, 15059, 15064, 15034, 15025, 15068, 15099, 15032, 15069, 15044, 15080, 15047, 15038, 15012]
S:[15072, 15062, 15030, 15038, 15108, 15075, 15052, 15024, 15048, 15115, 15054, 15114, 15113, 15040, 15028, 15008]
R:[15006, 15097, 15082, 15099, 15003, 15100, 15080, 15102, 15057, 15090, 15119, 15113, 15110, 15062, 15097, 15071]
S:[15072, 15044, 15087, 15010, 15024, 15101, 15034, 15047, 15058, 15074, 15115, 15119, 15046, 15030, 15042, 15105]
R:[15032, 15082, 15001, 15009, 15089, 15051, 15089, 15081, 15114, 15046, 15103, 15020, 15043, 15097, 15059, 15010]
S:[15106, 15011, 15099, 15005, 15064, 15066, 15096, 15086, 15017, 15075, 15045, 15003, 15081, 15076, 15052, 15039]
R:[15066, 15093, 15051, 15004, 15047, 15033, 15049, 15006, 15004, 15100, 15105, 15030, 15018, 15103, 15006, 15067]
S:[15000, 15012, 15094, 15011, 15031, 15006, 15068, 15072, 15032, 15041, 15116, 15010, 15061, 15004, 15108, 15090]
R:[15055, 15060, 15093, 15016, 15029, 15100, 15086, 15012, 15065, 15081, 15094, 15009, 15111, 15118, 15084, 15110]
